paper_id,model_version,prompt_version,input_source,manual_label,predicted_label,raw_output,elapsed_sec,error,is_fewshot_example,run_timestamp
54,mistral:7b,V1,abstract,DL,DL,DL,0.46,,False,2026-08-15T23:41:09
55,mistral:7b,V1,abstract,Unclear,ML,ML,0.56,,False,2026-08-15T23:41:10
56,mistral:7b,V1,abstract,ML,ML,ML,0.54,,False,2026-08-15T23:41:10
57,mistral:7b,V1,abstract,ML,ML,ML,0.56,,False,2026-08-15T23:41:11
58,mistral:7b,V1,abstract,AI,ML,ML,0.52,,False,2026-08-15T23:41:11
59,mistral:7b,V1,abstract,ML,ML,ML,0.63,,False,2026-08-15T23:41:12
60,mistral:7b,V1,abstract,DL,DL,DL,0.71,,False,2026-08-15T23:41:13
61,mistral:7b,V1,abstract,AI,ML,ML,0.47,,False,2026-08-15T23:41:13
62,mistral:7b,V1,abstract,ML,ML,ML,0.53,,False,2026-08-15T23:41:14
63,mistral:7b,V1,abstract,ML,ML,ML,0.45,,False,2026-08-15T23:41:14
64,mistral:7b,V1,abstract,Unclear,ML,ML,0.48,,False,2026-08-15T23:41:15
65,mistral:7b,V1,abstract,nan,ML,ML,0.38,,False,2026-08-15T23:41:15
66,mistral:7b,V1,abstract,DL,ML,ML,0.58,,False,2026-08-15T23:41:16
67,mistral:7b,V1,abstract,Unclear,ML,ML,0.51,,False,2026-08-15T23:41:16
68,mistral:7b,V1,abstract,ML,ML,ML,0.38,,False,2026-08-15T23:41:17
69,mistral:7b,V1,abstract,DL,DL,DL,0.48,,False,2026-08-15T23:41:17
70,mistral:7b,V1,abstract,Unclear,ML,ML,0.49,,False,2026-08-15T23:41:18
71,mistral:7b,V1,abstract,AI,ML,ML,0.44,,False,2026-08-15T23:41:18
72,mistral:7b,V1,abstract,Unclear,ML,ML,0.54,,False,2026-08-15T23:41:19
73,mistral:7b,V1,abstract,Unclear,DL,DL (Quantum Machine Learning is a subfield of Deep Learning),0.98,,False,2026-08-15T23:41:20
74,mistral:7b,V1,abstract,DL,DL,DL,0.52,,False,2026-08-15T23:41:20
75,mistral:7b,V1,abstract,ML,DL,DL,0.48,,False,2026-08-15T23:41:21
76,mistral:7b,V1,abstract,Unclear,ML,ML,0.58,,False,2026-08-15T23:41:21
77,mistral:7b,V1,abstract,ML,ML,ML,0.33,,False,2026-08-15T23:41:22
78,mistral:7b,V1,abstract,ML,ML,ML,0.4,,False,2026-08-15T23:41:22
79,mistral:7b,V1,abstract,ML,ML,ML,0.45,,False,2026-08-15T23:41:22
80,mistral:7b,V1,abstract,DL,DL,DL,0.37,,False,2026-08-15T23:41:23
81,mistral:7b,V1,abstract,ML,ML,ML,0.44,,False,2026-08-15T23:41:23
82,mistral:7b,V1,abstract,ML,ML,ML,0.22,,False,2026-08-15T23:41:23
83,mistral:7b,V1,abstract,AI,ML,ML,0.39,,False,2026-08-15T23:41:24
84,mistral:7b,V1,abstract,Unclear,ML,ML,0.65,,False,2026-08-15T23:41:24
85,mistral:7b,V1,abstract,DL,AI,AI,0.53,,False,2026-08-15T23:41:25
86,mistral:7b,V1,abstract,Unclear,ML,ML,0.36,,False,2026-08-15T23:41:25
87,mistral:7b,V1,abstract,ML,DL,DL (Deep Learning),0.79,,False,2026-08-15T23:41:26
88,mistral:7b,V1,abstract,DL,DL,DL,0.62,,False,2026-08-15T23:41:27
89,mistral:7b,V1,abstract,ML,ML,ML,0.77,,False,2026-08-15T23:41:28
90,mistral:7b,V1,abstract,AI,ML,ML,0.62,,False,2026-08-15T23:41:28
91,mistral:7b,V1,abstract,ML,ML,ML,0.75,,False,2026-08-15T23:41:29
92,mistral:7b,V1,abstract,Unclear,ML,ML,0.58,,False,2026-08-15T23:41:30
93,mistral:7b,V1,abstract,Unclear,DL,DL,0.82,,False,2026-08-15T23:41:30
94,mistral:7b,V1,abstract,Unclear,ML,ML,0.49,,False,2026-08-15T23:41:31
95,mistral:7b,V1,abstract,AI,ML,ML,0.49,,False,2026-08-15T23:41:31
96,mistral:7b,V1,abstract,ML,ML,ML,0.48,,False,2026-08-15T23:41:32
97,mistral:7b,V1,abstract,AI,ML,ML,0.55,,False,2026-08-15T23:41:32
98,mistral:7b,V1,abstract,AI,ML,ML,0.49,,False,2026-08-15T23:41:33
99,mistral:7b,V1,abstract,Unclear,ML,ML,0.55,,False,2026-08-15T23:41:33
100,mistral:7b,V1,abstract,AI,DL,DL,0.52,,False,2026-08-15T23:41:34
101,mistral:7b,V1,abstract,AI,ML,ML,0.6,,False,2026-08-15T23:41:35
102,mistral:7b,V1,abstract,Unclear,ML,ML,0.83,,False,2026-08-15T23:41:35
103,mistral:7b,V1,abstract,AI,DL,DL,0.68,,False,2026-08-15T23:41:36
104,mistral:7b,V1,abstract,Unclear,ML,ML,0.61,,False,2026-08-15T23:41:37
105,mistral:7b,V1,abstract,ML,ML,ML,0.51,,False,2026-08-15T23:41:37
106,mistral:7b,V1,abstract,DL,DL,DL,0.48,,False,2026-08-15T23:41:38
107,mistral:7b,V1,abstract,ML,ML,ML,0.46,,False,2026-08-15T23:41:38
108,mistral:7b,V1,abstract,AI,ML,ML,0.44,,False,2026-08-15T23:41:39
109,mistral:7b,V1,abstract,ML,DL,DL,0.68,,False,2026-08-15T23:41:39
110,mistral:7b,V1,abstract,nan,ML,ML,0.43,,True,2026-08-15T23:41:40
111,mistral:7b,V1,abstract,AI,ML,ML,0.75,,False,2026-08-15T23:41:40
112,mistral:7b,V1,abstract,ML,ML,ML,0.82,,False,2026-08-15T23:41:41
113,mistral:7b,V1,abstract,DL,DL,DL,0.61,,False,2026-08-15T23:41:42
114,mistral:7b,V1,abstract,ML,DL,DL,0.85,,False,2026-08-15T23:41:43
115,mistral:7b,V1,abstract,nan,None,None,0.43,,False,2026-08-15T23:41:43
116,mistral:7b,V1,abstract,Unclear,ML,ML,0.65,,False,2026-08-15T23:41:44
117,mistral:7b,V1,abstract,Unclear,DL,DL,0.67,,False,2026-08-15T23:41:44
118,mistral:7b,V1,abstract,ML,ML,ML,0.84,,False,2026-08-15T23:41:45
119,mistral:7b,V1,abstract,ML,DL,DL,0.97,,False,2026-08-15T23:41:46
120,mistral:7b,V1,abstract,ML,ML,ML,0.58,,False,2026-08-15T23:41:47
121,mistral:7b,V1,abstract,ML,ML,ML,0.49,,False,2026-08-15T23:41:47
122,mistral:7b,V1,abstract,Unclear,DL,DL,0.72,,True,2026-08-15T23:41:48
123,mistral:7b,V1,abstract,AI,DL,DL,0.44,,False,2026-08-15T23:41:49
124,mistral:7b,V1,abstract,nan,DL,DL,0.41,,False,2026-08-15T23:41:49
125,mistral:7b,V1,abstract,ML,DL,DL,0.86,,False,2026-08-15T23:41:50
126,mistral:7b,V1,abstract,Unclear,DL,DL,0.59,,False,2026-08-15T23:41:50
127,mistral:7b,V1,abstract,ML,ML,ML,0.86,,False,2026-08-15T23:41:51
128,mistral:7b,V1,abstract,AI,DL,DL,0.58,,False,2026-08-15T23:41:52
129,mistral:7b,V1,abstract,ML,ML,ML,0.58,,False,2026-08-15T23:41:52
130,mistral:7b,V1,abstract,AI,DL,DL,0.4,,False,2026-08-15T23:41:53
131,mistral:7b,V1,abstract,ML,DL,DL (for using Artificial Neural Networks),0.69,,False,2026-08-15T23:41:54
132,mistral:7b,V1,abstract,ML,ML,ML,0.67,,False,2026-08-15T23:41:54
133,mistral:7b,V1,abstract,AI,ML,ML,0.6,,False,2026-08-15T23:41:55
134,mistral:7b,V1,abstract,AI,ML,ML,0.48,,False,2026-08-15T23:41:55
135,mistral:7b,V1,abstract,ML,ML,ML,0.52,,False,2026-08-15T23:41:56
136,mistral:7b,V1,abstract,Unclear,ML,ML,0.54,,False,2026-08-15T23:41:56
137,mistral:7b,V1,abstract,ML,ML,ML,0.5,,False,2026-08-15T23:41:57
138,mistral:7b,V1,abstract,ML,ML,ML,0.65,,False,2026-08-15T23:41:57
139,mistral:7b,V1,missing,nan,NO_INPUT,,0.0,no abstract available,False,2026-08-15T23:41:57
140,mistral:7b,V1,abstract,AI,ML,ML,0.56,,False,2026-08-15T23:41:58
141,mistral:7b,V1,abstract,ML,ML,ML,0.55,,False,2026-08-15T23:41:59
142,mistral:7b,V1,abstract,Unclear,ML,ML,0.72,,False,2026-08-15T23:41:59
143,mistral:7b,V1,abstract,ML,DL,DL,0.48,,False,2026-08-15T23:42:00
144,mistral:7b,V1,abstract,ML,ML,ML,0.61,,False,2026-08-15T23:42:00
145,mistral:7b,V1,abstract,Unclear,ML,ML,0.58,,False,2026-08-15T23:42:01
146,mistral:7b,V1,abstract,Unclear,ML,ML,0.72,,False,2026-08-15T23:42:02
147,mistral:7b,V1,abstract,Unclear,DL,DL,0.59,,False,2026-08-15T23:42:02
148,mistral:7b,V1,abstract,ML,ML,ML,0.35,,False,2026-08-15T23:42:03
149,mistral:7b,V1,abstract,AI,ML,ML,0.65,,False,2026-08-15T23:42:03
150,mistral:7b,V1,abstract,ML,ML,ML,0.48,,False,2026-08-15T23:42:04
151,mistral:7b,V1,abstract,ML,ML,ML,0.71,,False,2026-08-15T23:42:05
152,mistral:7b,V1,abstract,ML,ML,ML,0.61,,False,2026-08-15T23:42:05
153,mistral:7b,V1,abstract,Unclear,ML,ML,0.4,,False,2026-08-15T23:42:06
154,mistral:7b,V1,abstract,Unclear,ML,ML,0.39,,False,2026-08-15T23:42:06
155,mistral:7b,V1,abstract,AI,ML,ML,0.5,,False,2026-08-15T23:42:06
156,mistral:7b,V1,missing,nan,NO_INPUT,,0.0,no abstract available,False,2026-08-15T23:42:06
157,mistral:7b,V1,abstract,AI,ML,ML,0.51,,False,2026-08-15T23:42:07
158,mistral:7b,V1,abstract,Unclear,ML,ML,0.62,,False,2026-08-15T23:42:08
159,mistral:7b,V1,abstract,Unclear,ML,ML,0.5,,False,2026-08-15T23:42:08
160,mistral:7b,V1,abstract,ML,DL,DL,0.5,,False,2026-08-15T23:42:09
161,mistral:7b,V1,abstract,Unclear,DL,DL,0.39,,False,2026-08-15T23:42:09
162,mistral:7b,V1,abstract,Unclear,DL,DL,0.51,,False,2026-08-15T23:42:10
163,mistral:7b,V1,abstract,ML,ML,ML,0.39,,False,2026-08-15T23:42:10
164,mistral:7b,V1,abstract,DL,DL,DL,0.32,,False,2026-08-15T23:42:10
165,mistral:7b,V1,abstract,ML,ML,ML,0.44,,False,2026-08-15T23:42:11
166,mistral:7b,V1,abstract,ML,ML,ML,0.65,,False,2026-08-15T23:42:11
167,mistral:7b,V1,abstract,AI,ML,ML,0.43,,False,2026-08-15T23:42:12
168,mistral:7b,V1,abstract,ML,ML,ML,0.55,,False,2026-08-15T23:42:12
169,mistral:7b,V1,abstract,AI,ML,ML,0.43,,False,2026-08-15T23:42:13
170,mistral:7b,V1,abstract,Unclear,ML,ML,0.51,,False,2026-08-15T23:42:13
171,mistral:7b,V1,abstract,nan,ML,ML,0.63,,False,2026-08-15T23:42:14
172,mistral:7b,V1,abstract,ML,ML,ML,0.69,,False,2026-08-15T23:42:15
173,mistral:7b,V1,abstract,Unclear,ML,ML,0.65,,False,2026-08-15T23:42:15
174,mistral:7b,V1,abstract,ML,ML,ML,1.28,,False,2026-08-15T23:42:17
175,mistral:7b,V1,abstract,ML,DL,DL,0.49,,False,2026-08-15T23:42:17
176,mistral:7b,V1,abstract,ML,ML,ML,0.5,,False,2026-08-15T23:42:18
177,mistral:7b,V1,abstract,ML,ML,ML,0.77,,False,2026-08-15T23:42:18
178,mistral:7b,V1,abstract,ML,ML,ML,0.67,,False,2026-08-15T23:42:19
179,mistral:7b,V1,abstract,nan,DL,DL,0.5,,False,2026-08-15T23:42:19
180,mistral:7b,V1,abstract,nan,DL,DL,0.66,,False,2026-08-15T23:42:20
181,mistral:7b,V1,abstract,DL,DL,DL,0.53,,False,2026-08-15T23:42:21
182,mistral:7b,V1,abstract,Unclear,ML,ML,0.37,,False,2026-08-15T23:42:21
183,mistral:7b,V1,abstract,ML,ML,ML,0.2,,False,2026-08-15T23:42:21
184,mistral:7b,V1,abstract,DL,ML,ML,0.33,,False,2026-08-15T23:42:22
185,mistral:7b,V1,abstract,Unclear,ML,ML,0.57,,False,2026-08-15T23:42:22
186,mistral:7b,V1,abstract,DL,DL,DL,0.61,,False,2026-08-15T23:42:23
187,mistral:7b,V1,abstract,nan,Unclear,Unclear,0.89,,False,2026-08-15T23:42:24
188,mistral:7b,V1,abstract,ML,DL,DL,0.46,,False,2026-08-15T23:42:24
189,mistral:7b,V1,abstract,AI,ML,ML,0.66,,False,2026-08-15T23:42:25
190,mistral:7b,V1,abstract,ML,ML,ML,0.56,,False,2026-08-15T23:42:25
191,mistral:7b,V1,abstract,Unclear,DL,DL,0.87,,False,2026-08-15T23:42:26
192,mistral:7b,V1,abstract,DL,DL,DL,0.47,,False,2026-08-15T23:42:27
193,mistral:7b,V1,abstract,AI,DL,DL,0.42,,False,2026-08-15T23:42:27
194,mistral:7b,V1,abstract,ML,DL,DL,0.49,,False,2026-08-15T23:42:28
195,mistral:7b,V1,abstract,Unclear,ML,ML,0.62,,False,2026-08-15T23:42:28
196,mistral:7b,V1,abstract,ML,DL,DL,0.66,,False,2026-08-15T23:42:29
197,mistral:7b,V1,abstract,nan,ML,ML,0.7,,False,2026-08-15T23:42:30
198,mistral:7b,V1,abstract,nan,ML,ML,0.69,,False,2026-08-15T23:42:30
199,mistral:7b,V1,abstract,Unclear,ML,ML,0.55,,False,2026-08-15T23:42:31
200,mistral:7b,V1,abstract,Unclear,ML,ML,0.54,,False,2026-08-15T23:42:31
201,mistral:7b,V1,missing,nan,NO_INPUT,,0.0,no abstract available,False,2026-08-15T23:42:31
202,mistral:7b,V1,abstract,Unclear,ML,ML,0.52,,False,2026-08-15T23:42:32
203,mistral:7b,V1,abstract,ML,ML,ML,0.64,,False,2026-08-15T23:42:33
204,mistral:7b,V1,abstract,Unclear,ML,ML,0.85,,False,2026-08-15T23:42:33
205,mistral:7b,V1,abstract,ML,ML,ML,0.45,,False,2026-08-15T23:42:34
206,mistral:7b,V1,abstract,Unclear,DL,DL,0.48,,False,2026-08-15T23:42:34
207,mistral:7b,V1,abstract,Unclear,ML,ML,0.65,,False,2026-08-15T23:42:35
208,mistral:7b,V1,abstract,Unclear,ML,ML,0.55,,False,2026-08-15T23:42:36
209,mistral:7b,V1,abstract,Unclear,ML,ML,0.62,,False,2026-08-15T23:42:36
210,mistral:7b,V1,abstract,Unclear,ML,ML,0.63,,False,2026-08-15T23:42:37
211,mistral:7b,V1,abstract,DL,ML,ML,0.43,,False,2026-08-15T23:42:37
212,mistral:7b,V1,abstract,Unclear,ML,ML,0.62,,False,2026-08-15T23:42:38
213,mistral:7b,V1,abstract,ML,ML,ML,0.32,,False,2026-08-15T23:42:38
214,mistral:7b,V1,abstract,Unclear,ML,ML,0.81,,False,2026-08-15T23:42:39
215,mistral:7b,V1,abstract,Unclear,DL,DL,0.47,,False,2026-08-15T23:42:39
216,mistral:7b,V1,abstract,Unclear,ML,ML,0.48,,False,2026-08-15T23:42:40
217,mistral:7b,V1,abstract,Unclear,ML,ML,0.63,,False,2026-08-15T23:42:41
218,mistral:7b,V1,abstract,Unclear,DL,DL,0.55,,False,2026-08-15T23:42:41
219,mistral:7b,V1,abstract,Unclear,DL,DL,0.49,,False,2026-08-15T23:42:42
220,mistral:7b,V1,abstract,Unclear,ML,ML,0.54,,False,2026-08-15T23:42:42
221,mistral:7b,V1,abstract,AI,DL,DL (Deep Learning),0.6,,False,2026-08-15T23:42:43
222,mistral:7b,V1,abstract,Unclear,ML,ML,0.66,,False,2026-08-15T23:42:43
223,mistral:7b,V1,abstract,Unclear,ML,ML,0.71,,False,2026-08-15T23:42:44
224,mistral:7b,V1,abstract,Unclear,ML,ML,0.52,,False,2026-08-15T23:42:45
225,mistral:7b,V1,abstract,Unclear,DL,DL,0.39,,False,2026-08-15T23:42:45
226,mistral:7b,V1,abstract,ML,ML,ML,0.47,,False,2026-08-15T23:42:46
227,mistral:7b,V1,abstract,AI,ML,ML,0.55,,False,2026-08-15T23:42:46
228,mistral:7b,V1,abstract,AI,ML,ML,0.65,,False,2026-08-15T23:42:47
229,mistral:7b,V1,abstract,AI,DL,DL,0.67,,False,2026-08-15T23:42:47
230,mistral:7b,V1,abstract,Unclear,ML,ML,0.81,,False,2026-08-15T23:42:48
231,mistral:7b,V1,abstract,Unclear,DL,DL,0.56,,False,2026-08-15T23:42:49
232,mistral:7b,V1,abstract,nan,ML,ML,0.46,,False,2026-08-15T23:42:49
233,mistral:7b,V1,abstract,Unclear,ML,ML,0.58,,False,2026-08-15T23:42:50
234,mistral:7b,V1,abstract,ML,ML,ML,0.52,,False,2026-08-15T23:42:50
235,mistral:7b,V1,abstract,ML,ML,ML,0.65,,False,2026-08-15T23:42:51
236,mistral:7b,V1,abstract,DL,DL,DL,0.55,,False,2026-08-15T23:42:52
237,mistral:7b,V1,abstract,AI,ML,ML,0.53,,False,2026-08-15T23:42:52
238,mistral:7b,V1,abstract,AI,ML,ML,0.4,,False,2026-08-15T23:42:52
239,mistral:7b,V1,abstract,Unclear,ML,ML,0.47,,False,2026-08-15T23:42:53
240,mistral:7b,V1,abstract,Unclear,ML,ML,0.85,,False,2026-08-15T23:42:54
241,mistral:7b,V1,abstract,Unclear,ML,ML,0.46,,False,2026-08-15T23:42:54
242,mistral:7b,V1,abstract,Unclear,AI,AI,0.39,,False,2026-08-15T23:42:55
243,mistral:7b,V1,abstract,ML,DL,DL,0.83,,False,2026-08-15T23:42:55
244,mistral:7b,V1,abstract,AI,ML,ML,0.77,,False,2026-08-15T23:42:56
245,mistral:7b,V1,abstract,Unclear,ML,ML,0.45,,False,2026-08-15T23:42:57
246,mistral:7b,V1,abstract,ML,ML,ML,0.62,,False,2026-08-15T23:42:57
247,mistral:7b,V1,abstract,AI,AI,AI,0.48,,False,2026-08-15T23:42:58
248,mistral:7b,V1,abstract,ML,ML,ML,0.34,,False,2026-08-15T23:42:58
249,mistral:7b,V1,abstract,AI,ML,ML,0.66,,False,2026-08-15T23:42:59
250,mistral:7b,V1,abstract,Unclear,DL,DL,0.78,,False,2026-08-15T23:43:00
251,mistral:7b,V1,abstract,AI,ML,ML,0.45,,False,2026-08-15T23:43:00
252,mistral:7b,V1,abstract,ML,ML,ML,0.51,,False,2026-08-15T23:43:01
253,mistral:7b,V1,abstract,Unclear,ML,ML,0.48,,False,2026-08-15T23:43:01
254,mistral:7b,V1,abstract,Unclear,ML,ML,0.78,,False,2026-08-15T23:43:02
255,mistral:7b,V1,abstract,ML,ML,ML,0.8,,False,2026-08-15T23:43:03
256,mistral:7b,V1,abstract,Unclear,DL,DL,0.55,,False,2026-08-15T23:43:03
257,mistral:7b,V1,abstract,ML,ML,ML,0.63,,False,2026-08-15T23:43:04
258,mistral:7b,V1,abstract,Unclear,ML,ML,0.59,,False,2026-08-15T23:43:04
259,mistral:7b,V1,abstract,Unclear,ML,ML,0.51,,False,2026-08-15T23:43:05
260,mistral:7b,V1,abstract,Unclear,ML,ML,0.57,,False,2026-08-15T23:43:05
261,mistral:7b,V1,abstract,Unclear,ML,ML,0.85,,False,2026-08-15T23:43:06
262,mistral:7b,V1,abstract,Unclear,DL,DL,0.74,,False,2026-08-15T23:43:07
263,mistral:7b,V1,abstract,ML,ML,ML,0.3,,False,2026-08-15T23:43:07
264,mistral:7b,V1,abstract,Unclear,ML,ML,0.64,,False,2026-08-15T23:43:08
265,mistral:7b,V1,abstract,Unclear,ML,ML,0.41,,False,2026-08-15T23:43:08
266,mistral:7b,V1,abstract,Unclear,ML,ML,0.63,,False,2026-08-15T23:43:09
267,mistral:7b,V1,abstract,Unclear,DL,DL,0.57,,False,2026-08-15T23:43:10
268,mistral:7b,V1,abstract,ML,ML,ML,0.68,,False,2026-08-15T23:43:10
269,mistral:7b,V1,abstract,AI,ML,ML,0.62,,False,2026-08-15T23:43:11
270,mistral:7b,V1,abstract,Unclear,ML,ML,0.78,,False,2026-08-15T23:43:12
271,mistral:7b,V1,abstract,AI,ML,ML,0.49,,False,2026-08-15T23:43:12
272,mistral:7b,V1,abstract,ML,ML,ML,0.47,,False,2026-08-15T23:43:13
273,mistral:7b,V1,abstract,AI,DL,DL,0.54,,False,2026-08-15T23:43:13
274,mistral:7b,V1,abstract,ML,ML,ML,0.54,,False,2026-08-15T23:43:14
275,mistral:7b,V1,abstract,ML,DL,DL,0.75,,False,2026-08-15T23:43:15
276,mistral:7b,V1,abstract,AI,ML,ML,0.49,,False,2026-08-15T23:43:15
277,mistral:7b,V1,abstract,ML,ML,ML,0.39,,False,2026-08-15T23:43:15
278,mistral:7b,V1,abstract,Unclear,ML,ML,0.51,,False,2026-08-15T23:43:16
279,mistral:7b,V1,abstract,AI,ML,ML,0.53,,False,2026-08-15T23:43:16
280,mistral:7b,V1,abstract,DL,DL,DL,0.37,,False,2026-08-15T23:43:17
281,mistral:7b,V1,abstract,Unclear,DL,DL,0.66,,False,2026-08-15T23:43:18
282,mistral:7b,V1,abstract,AI,ML,ML,0.62,,False,2026-08-15T23:43:18
283,mistral:7b,V1,abstract,AI,ML,ML,0.46,,False,2026-08-15T23:43:19
284,mistral:7b,V1,abstract,Unclear,DL,DL,0.53,,False,2026-08-15T23:43:19
285,mistral:7b,V1,abstract,AI,ML,ML,0.47,,False,2026-08-15T23:43:20
286,mistral:7b,V1,abstract,ML,ML,ML,0.75,,False,2026-08-15T23:43:20
287,mistral:7b,V1,abstract,Unclear,DL,DL,0.78,,False,2026-08-15T23:43:21
288,mistral:7b,V1,abstract,Unclear,ML,ML,0.43,,False,2026-08-15T23:43:22
289,mistral:7b,V1,abstract,ML,ML,ML,0.31,,False,2026-08-15T23:43:22
290,mistral:7b,V1,abstract,Unclear,ML,ML,0.47,,False,2026-08-15T23:43:22
291,mistral:7b,V1,abstract,Unclear,ML,ML,0.52,,False,2026-08-15T23:43:23
292,mistral:7b,V1,abstract,ML,ML,ML,0.46,,False,2026-08-15T23:43:23
293,mistral:7b,V1,abstract,Unclear,DL,DL,0.39,,False,2026-08-15T23:43:24
294,mistral:7b,V1,abstract,ML,ML,ML,0.43,,False,2026-08-15T23:43:24
295,mistral:7b,V1,abstract,Unclear,AI,AI,0.64,,False,2026-08-15T23:43:25
296,mistral:7b,V1,abstract,AI,ML,ML,0.41,,False,2026-08-15T23:43:25
297,mistral:7b,V1,abstract,ML,ML,ML,0.36,,False,2026-08-15T23:43:26
298,mistral:7b,V1,abstract,Unclear,ML,ML,0.32,,False,2026-08-15T23:43:26
299,mistral:7b,V1,abstract,AI,ML,ML,0.31,,False,2026-08-15T23:43:26
